,user_id,transaction_id,purchase_time,purchase_type,purchase_amount_dollars
75439,user_0c5087d1-a362-47c5-8d39-198c8f1c90cf,ch_bc5d6a79-e762-4c9b-8913-4560324ddc78,1067-11-04 00:43:50+00:00,Subscription Create,9.0
75483,user_8eb2cbbf-c9e9-4c3d-a001-39aa747a5591,ch_3b8e6132-b6c0-4e03-97b0-c7965b7d254c,1067-08-26 11:23:48+00:00,Subscription Create,35.0
75571,user_8c627ce7-1314-478f-a834-78dab819f8b6,ch_a33f00da-2bd8-4267-8d1a-8fdb94f1c722,1067-09-30 21:14:06+00:00,Subscription Create,9.0
75714,user_747acce4-cf7f-4837-b0ed-369467660495,ch_7298d342-6661-4b0d-baa5-78fce91bd52c,1067-09-10 12:59:33+00:00,Subscription Update,54.0
75743,user_91ed5dc3-8b33-4a09-a08a-6912afe2fe9b,ch_7778bc72-01c8-43bc-96a1-6704734bb180,1067-10-29 22:28:55+00:00,Subscription Create,9.0
75857,user_e7eac0bb-d3cb-4028-927e-48dfabf9ca66,ch_eb37710b-1e02-4b81-9e4c-162932f5f7fc,1067-11-08 11:38:41+00:00,Subscription Create,39.0
75895,user_1bf4ecd3-d8f5-4074-b07b-3140b0522a34,ch_d6618e72-8eb8-4ef5-8fa1-c33fc25f7081,1067-11-06 11:29:08+00:00,Credits package,34.0
75905,user_412c6da1-462a-4d1e-851c-1f63d8c75cbb,ch_fb69dc76-b403-4283-b334-177ede74c121,1067-11-02 07:00:34+00:00,Subscription Create,35.0
75990,user_b28ef7b4-3c88-4cb4-8dd5-5b6b6a0ec942,ch_07af882d-9fde-4574-9d93-5b4d27b65bf3,1067-10-29 17:58:54+00:00,Subscription Create,9.0
76004,user_8923b079-c2b6-4be9-aa5a-9c1b97aafbbc,ch_bc8f36e4-a1d0-4957-977d-f52db1c64a15,1067-11-04 20:34:29+00:00,Subscription Create,9.0
76061,user_bfe551c6-f121-4716-9293-ab66fb890392,ch_4f8e3399-31be-42f6-a275-30c8e7ab78cc,1067-11-04 09:12:31+00:00,Subscription Create,29.0
76257,user_9a3db27c-88d1-4c23-9b5d-c116d3d078c3,ch_48531e8e-5538-400c-b185-44af1bc4b2ec,1067-10-31 19:13:56+00:00,Subscription Create,89.0
76313,user_3e593cbd-e287-4822-bf97-46bc37ba346b,ch_e74d391a-8f58-42ef-9317-4abc9e4b95cc,1067-10-24 18:19:37+00:00,Subscription Create,39.0
76366,user_af96ee59-1071-49ae-8633-9fbeaed4c123,ch_61256d03-0ca8-46ac-8083-009ff6dc2e77,1067-10-21 06:47:15+00:00,Subscription Create,9.0
76503,user_ed0765d2-2792-49d6-a521-3cfc37e186e2,ch_983fdbc0-1dd6-4261-b4fd-65c7040f5d8f,1067-10-11 16:03:08+00:00,Subscription Create,35.0
76508,user_5d63ae44-ea0b-455d-aada-f915b689545a,ch_6c79bf53-a569-479f-8daa-ebad21455765,1067-10-23 15:51:30+00:00,Subscription Create,35.0
76519,user_3a8150f6-e5d5-4942-a405-44f6e121446d,ch_f288ccf3-cb68-40de-9aa1-6574c7e83163,1067-10-30 21:04:47+00:00,Subscription Create,35.0
76574,user_44da3ce9-88d0-4765-934f-6975d6cb5000,ch_7ebce6fe-1be4-4f40-8525-23e078123e31,1067-11-05 13:36:52+00:00,Subscription Create,35.0
76580,user_636e0bba-4b57-4309-bec0-77f75cf3437a,ch_b3cfe676-0a47-4338-ba0e-7f6625268294,1067-10-20 11:40:47+00:00,Subscription Update,88.94
76670,user_f34fb59b-7caf-45f7-a2e5-e05e1556bf9a,ch_161966aa-3eb5-4e3d-9f5e-161d30ed2a27,1067-10-31 21:41:08+00:00,Subscription Update,73.09
76821,user_ad08bf07-dda5-4cbd-b007-cc45e5181690,ch_0b32250c-0b93-42e8-accf-9695dd4ef5a4,1067-08-29 13:31:38+00:00,Subscription Create,35.0
76907,user_4cfb95be-3714-441a-9ad5-e50f8e9ae9a6,ch_e5f856e9-e680-4173-b11c-986ba6a6da3a,1067-11-06 09:28:09+00:00,Subscription Create,35.0
76916,user_71fb7528-4828-44e8-817f-a2f82ab91dd0,ch_50406307-60d5-4bbb-9c5b-40990e29280b,1067-10-24 12:32:48+00:00,Subscription Create,39.0
76958,user_b5ac4cbb-0c7c-4d48-b041-fb4abdb2c764,ch_93fa3f3f-24a2-4c37-abf4-dd02acbc0525,1067-10-25 11:49:38+00:00,Subscription Create,89.0
77026,user_75cc1f95-4238-4bfd-8ef9-eadcd1d0a51b,ch_f64f009c-ab15-4805-87db-1ce2f97f2411,1067-11-03 04:43:13+00:00,Subscription Create,29.0
77148,user_14cdc2d8-7aa9-4a52-a38b-3c8c175c89bc,ch_0a7a9823-a0e4-45f0-b9a5-1da58d6a0df7,1067-09-06 12:45:18+00:00,Credits package,10.0
77167,user_d3b392c3-41fd-4a6d-8659-f599a06876c8,ch_46de02be-eba3-4293-a291-e7712acc6ef6,1067-09-16 12:32:19+00:00,Subscription Create,29.0
77202,user_c282b3b6-0419-4c92-8dc0-1bc8392ba6dc,ch_7b6ba860-711c-48e5-ac2d-62f65707cbdc,1067-09-04 01:58:07+00:00,Subscription Create,35.0
77464,user_3b1fac2f-8f00-4920-97e0-2f9e1d225b57,ch_4c2ee9b6-91c3-4e65-8a08-4c78691504b2,1067-10-24 21:32:05+00:00,Credits package,40.0
77481,user_ad56b918-02f1-48a8-9abb-ec87041172da,ch_dd31a133-6d45-4396-a573-a59aab22b2b4,1067-10-21 09:26:14+00:00,Subscription Create,89.0
77516,user_f6f9df07-e0b5-484c-8763-e97e50ea5996,ch_709be813-a239-404b-961a-c0357b1bc9ae,1067-10-16 20:48:35+00:00,Subscription Create,9.0
77558,user_1b9c87c9-54f1-4ef7-9a32-8890696960d2,ch_4b2fa83e-0a75-4f88-9b15-77abe3481c9f,1067-09-18 12:04:38+00:00,Subscription Create,29.0
77600,user_2c18fb7a-03b1-4bf8-931c-d7befe5d765f,ch_f7c9a7ec-f4da-47d0-9243-01e89643a1f4,1067-09-12 07:08:21+00:00,Subscription Create,35.0
77673,user_2243ea42-dbc0-4f03-aa5a-9467d8880169,ch_fdfe3686-20c1-4019-a3da-9703e45de7a1,1067-10-31 12:30:40+00:00,Subscription Create,35.0
77682,user_80ad608d-e55a-48d2-9e5c-e61b8b7ba141,ch_b1a3fb16-bd2e-4cfc-96ae-1a370d4774ae,1067-11-03 14:59:42+00:00,Subscription Create,35.0
77756,user_ff3d2ac8-7fc0-4ab9-a608-b930276950aa,ch_479e6fb8-7db9-492e-846d-097193f19665,1067-11-08 14:25:24+00:00,Subscription Create,119.0
77798,user_788dbc9a-c35c-4eed-a7ef-a760da4e7817,ch_87e3917c-e5f7-4e0d-8009-1993ca7f4f39,1067-10-07 10:29:11+00:00,Subscription Update,30.92
77825,user_f5345a48-4f0c-49b0-9ba1-aba6727f2812,ch_b6ab31d8-f86a-41ec-a060-d3701a06113c,1067-11-09 02:59:42+00:00,Upsell,39.0
77829,user_ec13f7e6-71c9-4cd4-99d9-34620ea3283e,ch_03f57fea-82cf-4242-9720-c33c11c5e72d,1067-09-24 14:37:12+00:00,Subscription Update,54.0
77908,user_361a9ec9-26b1-477a-bd61-dbb6fc8a4ba6,ch_00e8b684-50ef-40dd-a69b-814009996836,1067-08-30 06:33:45+00:00,Subscription Create,9.0
77915,user_c28ed5a5-f0c2-4bdc-a398-ea3c9f31641d,ch_5505ebd3-1630-461d-9926-4894386b9bdd,1067-08-26 09:10:10+00:00,Subscription Create,9.0
78029,user_1c1ed4ca-bebb-4493-adb8-57939888e581,ch_68665097-d01f-4a66-b351-db9bab70172c,1067-10-18 09:22:43+00:00,Subscription Create,35.0
78084,user_3a551377-5955-4d82-806e-20ebdaa7fa9e,ch_e0494383-b106-4f7c-b3df-f2d2f0171bbc,1067-10-27 17:06:46+00:00,Subscription Create,9.0
78159,user_dbd8a87a-0b27-4456-b6fe-07023c4d6533,ch_34d14b41-19c6-4c4f-9f46-0392ecf85fcf,1067-11-09 15:45:16+00:00,Subscription Create,35.0
78163,user_c3efa88b-c7e9-4c31-bf20-01a5596eb6ff,ch_94aae234-545a-4c17-aee1-967599128f76,1067-11-08 20:25:51+00:00,Subscription Create,35.0
78165,user_a9cc2977-4ffa-4cb0-9811-24de7bfef1fd,ch_0547388f-9ca6-41c5-9698-60baa1f5cc9c,1067-11-08 16:50:18+00:00,Subscription Create,35.0
78256,user_5c304738-df5e-473c-9380-541019c62b2b,ch_e152a166-ffc9-4c6f-a605-304fd51f31c6,1067-11-02 20:30:07+00:00,Subscription Update,29.0
78271,user_a852b535-2a59-4e41-b184-a5eb850da8f6,ch_03c94532-d417-40b7-88d5-987bb31c5b07,1067-09-12 08:56:45+00:00,Subscription Create,9.0
78281,user_38e89ce9-b083-4387-a32a-ad5b53226012,ch_87c0ebe9-2021-4ad7-8c2a-02e2f334e168,1067-08-30 09:57:15+00:00,Subscription Create,9.0
78435,user_98978e16-2cb3-4181-99b6-74b73734e153,ch_ef7f3461-163c-49cd-8f85-9b2b61910334,1067-09-11 17:21:43+00:00,Upsell,49.0
78653,user_0ef859d3-83ac-4311-b542-ae012af8330c,ch_283a7192-2b03-4be2-8937-99533bc89d2a,1067-09-19 21:06:54+00:00,Subscription Create,9.0
78732,user_cda428be-58f3-4cfa-af32-3dfd7dc1490e,ch_9ca213e4-1cc6-4c91-95c3-43c0b568fa6d,1067-11-05 19:48:45+00:00,Subscription Create,9.0
78748,user_84a63a2d-d52c-4460-a924-f4ad4965922c,ch_e55e7a77-306e-4013-938c-e5719d285a3e,1067-10-29 12:43:19+00:00,Subscription Create,29.0
78808,user_0ed6f429-e110-4b30-ac50-d898c5568d89,ch_98ed8a16-8f16-4f5a-b610-709326b7b704,1067-10-08 20:37:26+00:00,Subscription Create,35.0
78846,user_920f227f-3888-46fe-8f16-2cb348fcbe40,ch_2d36401a-8f61-45e2-adaf-2d3405580dee,1067-11-05 13:49:26+00:00,Subscription Create,35.0
78957,user_98b8804c-4538-499a-a829-fb6d299874b5,ch_4a60ef63-2edd-41b0-b10e-0686a421da05,1067-11-09 04:29:07+00:00,Credits package,34.0
79003,user_4d115b29-f8fb-48d6-8502-cdbfb02d9a0a,ch_7f2411d6-412d-48d3-bf4f-3ca4b039ff7f,1067-09-04 12:52:36+00:00,Subscription Create,89.0
79046,user_a80e9d87-331b-4503-a667-a4a627d955a4,ch_49e2ef41-9f25-42e3-aefc-d896ff05995e,1067-09-05 17:31:04+00:00,Subscription Create,9.0
79257,user_2888895b-c148-452a-b4f4-152292050b11,ch_695312ac-4741-4237-a296-ef7fd07c6a99,1067-11-09 14:00:55+00:00,Subscription Create,39.0
79261,user_359bc9de-a173-4d45-8279-f28ede3d5818,ch_d0cf7ac8-5f30-49eb-9b7a-0c8d9b0431d1,1067-11-05 16:21:33+00:00,Subscription Create,39.0
79278,user_0585d0ab-d9c3-4781-bb9d-5f2e6f36c5bb,ch_7f188de0-1278-4417-aded-29bcf5343f4e,1067-10-31 13:05:36+00:00,Subscription Create,89.0
79343,user_3b669d71-20b6-497e-af5c-14fff0765d4d,ch_a9418dea-37cf-4477-8776-821ae977b9ce,1067-09-24 16:33:22+00:00,Subscription Create,35.0
79396,user_8bd0c9af-3d57-4653-a2f2-c64a386ec465,ch_6bd65762-ad36-4b66-9f0c-c6a67a3bfb64,1067-09-14 16:57:37+00:00,Subscription Update,88.98
79444,user_7ed1630e-fb06-48e2-ba63-df8707f37aeb,ch_ab97ce8f-4b29-4163-8639-6669301ddc74,1067-09-02 18:44:11+00:00,Subscription Create,9.0
79524,user_b6bee573-9463-468e-8693-a78a23f516a1,ch_b95080dd-fba4-4c4d-ae24-05d97f76ffd5,1067-10-04 14:49:39+00:00,Upsell,29.0
79554,user_afe6ca59-9f78-4cb2-ad40-deb85dbcdada,ch_88e7d52d-8355-4814-bd53-8beb13e68235,1067-09-15 20:28:01+00:00,Subscription Create,35.0
79608,user_bc4ab6a5-d6cf-415c-a084-c266d3033c3c,ch_cae6ff34-8f4c-4ddd-836f-1b63daba9e9d,1067-10-16 04:25:05+00:00,Subscription Create,35.0
79673,user_7103e501-da22-4343-8b6a-2e793dc9ad87,ch_4aed21e9-a7df-45a7-8e4e-d3a01c75cf4e,1067-11-03 03:53:22+00:00,Subscription Create,9.0
79722,user_7065d26f-7e7a-4d87-ba68-b542c06b4f2a,ch_99a9e252-d5b7-47ed-b426-3d332e206eb8,1067-10-29 10:36:10+00:00,Subscription Create,35.0
79743,user_f3d10ac6-127e-42ea-a3e9-f32a08ee4710,ch_9c5f85ed-64f1-4ea9-80bf-50415df8b142,1067-11-01 09:43:50+00:00,Subscription Create,35.0
79803,user_c287b4b9-f014-4032-8985-6d0f4e0588be,ch_01f2ed9e-32ca-4c06-b9ed-74647958f6c8,1067-10-22 08:11:54+00:00,Upsell,29.0
79809,user_8126d872-9416-4c7b-82ad-af51bbee615d,ch_cd8de6cd-634e-48e8-9b15-960faea0bde1,1067-10-21 03:30:52+00:00,Subscription Create,35.0
79832,user_d2fa9a6f-3ce6-401a-8f7d-3cdfb1410f5c,ch_0527b561-8dda-4525-ae3c-8095b09ae30f,1067-10-21 22:25:52+00:00,Subscription Create,9.0
79893,user_d93e8d24-4b66-445d-95d3-da3a1d72878d,ch_22f78634-2271-4b66-ac0b-5f0ca85a131a,1067-10-05 17:05:36+00:00,Credits package,20.0
79956,user_9de1050e-4c3a-4b10-93d0-012264151c53,ch_c8218e45-1940-450d-a772-1fe4919b2c08,1067-09-01 06:22:40+00:00,Subscription Create,35.0
80002,user_184531cd-515f-4117-80f2-63b4dcb643eb,ch_e5b30206-d5f4-4b6b-8e3b-b5f9a1168c53,1067-10-02 12:37:54+00:00,Credits package,40.0
80173,user_ea72bc2d-e25c-4f59-a85f-0068c6318eae,ch_71cf737d-057b-46da-9a1a-9854e2215cb6,1067-11-04 05:00:45+00:00,Subscription Create,9.0
80223,user_40c910ba-374c-4041-b4a3-cf45a4f7c883,ch_f64edd15-65f3-4268-b762-d898055d6b53,1067-11-02 23:58:51+00:00,Subscription Update,80.0
80242,user_e715b698-dc1b-4cec-a672-69e728852eda,ch_3c348d4d-3acf-45fe-8f6e-7cdadda30398,1067-09-10 14:13:13+00:00,Subscription Create,35.0
80269,user_14306a15-6205-44ea-ac33-b9f4a696e5e8,ch_2cc8687d-547e-4099-9ae8-8a769f28c744,1067-09-04 23:45:39+00:00,Subscription Create,35.0
80327,user_56cd49bc-672e-49b1-ac7a-de37eca8544c,ch_675ebe5a-cfb4-4310-985a-a2bfe82a47ca,1067-10-17 09:38:33+00:00,Subscription Create,89.0
80405,user_54d3052e-4e4d-4b1e-b4e4-6d5085111f0b,ch_da1f0037-35bb-4909-94c2-17ff7c6e12e7,1067-10-25 15:36:59+00:00,Subscription Create,35.0
80456,user_a8adf202-29cf-44db-b7e4-e06287ea6b36,ch_f6116682-9e57-45eb-b449-dd298f95a380,1067-10-27 20:13:32+00:00,Subscription Create,35.0
80475,user_fabc1c20-3544-4d7e-9127-989a07d7b848,ch_b4b3370a-38f5-4e94-a35c-16cbcf74686e,1067-11-06 07:01:39+00:00,Subscription Create,39.0
80578,user_a3a25656-769e-40a7-bd85-d7a86049b9e2,ch_2e5e5575-ec1d-4391-bb97-966c54957427,1067-11-05 20:01:51+00:00,Upsell,39.0
80632,user_5b666871-79a3-4304-b794-197a04c51227,ch_ea36b352-1cf4-4658-8fff-65bc9796611a,1067-09-08 19:14:52+00:00,Subscription Create,89.0
80672,user_e3ad81dc-71c3-44aa-a2cc-746743d97b4d,ch_f506a488-65b9-4967-8706-03e25d5a2792,1067-10-17 07:16:41+00:00,Subscription Update,27.92
80675,user_c0abc8d6-34c4-4f0a-81ce-0b70f0e1ad94,ch_42ce82da-a76e-4150-853a-8cfbc0a0a0fd,1067-09-06 04:21:41+00:00,Subscription Create,35.0
80716,user_7494acaf-164f-4933-8f64-2bbc463ba665,ch_8a221da2-095c-4c91-af3f-3a1bce2fe0c0,1067-09-03 14:19:11+00:00,Subscription Create,35.0
80748,user_4e2d0978-1b7c-40dc-b26f-6fe79511ee92,ch_a4cff13b-7093-45c6-a1e1-5fa995c3d6fa,1067-09-22 18:29:32+00:00,Subscription Create,29.0
80758,user_12fbb9bb-348a-4881-96d8-c7b7765198b2,ch_6084d114-f60d-41a8-8ac3-4a811601f156,1067-10-01 20:18:53+00:00,Subscription Create,35.0
80777,user_a5bb5a2a-d6eb-40cd-b6af-92bc72afea74,ch_c4eb537a-5f29-4369-b0bb-933b37a7b4d2,1067-11-08 01:29:26+00:00,Subscription Create,39.0
80838,user_2d9befa5-f901-43e9-b418-f5f5aa60cac3,ch_7862f1dc-bdfb-4e52-ab6d-9a146804a26f,1067-10-22 13:20:02+00:00,Subscription Create,35.0
80876,user_52cd0823-46c8-4253-a459-b724fd6e6233,ch_e1a5c0bb-38fc-4616-9e9d-052d7e9355cc,1067-11-06 15:38:36+00:00,Subscription Create,39.0
81168,user_011854b0-7d7e-47ec-bec9-5acf5ce78b08,ch_556a105a-a9e9-416e-bfda-16dbc9a21aa6,1067-11-04 00:47:34+00:00,Subscription Create,35.0
81206,user_8d456e26-33f6-4935-ba4b-2fa81e9461c6,ch_cd559f33-27ed-466c-adbd-2335f6773594,1067-10-12 21:07:09+00:00,Credits package,40.0
81385,user_a751d77b-78e8-4252-9cf1-60460b0ae129,ch_a84d5aa7-4e31-4e56-8bc7-e0d06cdbe864,1067-09-22 15:28:56+00:00,Subscription Create,9.0
81446,user_aaf41815-75fc-4158-afc2-ba8bab88ea25,ch_fcf50d51-0567-4a18-b349-0f7c89a8c7a0,1067-10-06 00:34:56+00:00,Subscription Create,29.0
81467,user_5459c6ca-e516-4380-a62a-225365e8c529,ch_a460f789-5f6e-4d32-93db-d0b0cf6e2c83,1067-09-10 22:43:34+00:00,Subscription Create,35.0
81504,user_5cd01a93-3b10-4a99-8d91-53626c0f6171,ch_4f33ced8-8633-4343-9887-f2d58a8a5412,1067-10-06 12:57:57+00:00,Subscription Create,35.0
81551,user_3b1fac2f-8f00-4920-97e0-2f9e1d225b57,ch_f5d3e89e-66ad-4adc-bbe0-e8720c9fc0bc,1067-10-19 21:13:39+00:00,Credits package,40.0
81601,user_ac338ae3-b8ea-4387-9990-95ca2d70f183,ch_e07cebeb-627a-49e2-93cd-12bc25f4d9df,1067-10-27 12:33:16+00:00,Subscription Create,9.0
81658,user_baed7a1c-7cf2-40c9-8722-f40f2101a9c3,ch_252bdae6-f9ae-4314-88d8-aba65d2c2934,1067-10-27 20:52:53+00:00,Subscription Create,35.0
81662,user_5037b2be-dbfe-4778-80b2-76e881103215,ch_d3402383-c067-493d-8842-7f60da335fe3,1067-10-29 06:03:47+00:00,Subscription Create,35.0
81728,user_a8b1863e-405d-471e-a508-de0ca4a44d47,ch_54af1250-a0f7-4070-8828-1d20f7380904,1067-10-25 09:48:43+00:00,Subscription Update,26.0
81808,user_46697b05-6f65-46fb-b540-cd82c3b5b464,ch_3d26a21d-9995-4909-92ee-4b900e1b8683,1067-10-16 04:30:02+00:00,Subscription Create,9.0
81837,user_ed2fc794-a85d-446c-9133-c638b8235526,ch_e9e79613-bd0f-410d-bf3d-ad731f153c32,1067-10-20 06:59:08+00:00,Subscription Create,29.0
81859,user_5a14b73b-41df-4c31-9661-ad69d5841f96,ch_a2b3ddce-a8f5-419e-a91a-459a0c3afb45,1067-09-07 05:19:32+00:00,Subscription Create,35.0
81881,user_e5e114bd-ef85-4c97-b8b8-a15f587c4079,ch_360e374d-a622-4611-9a5d-37fe3a1d1032,1067-09-20 11:36:03+00:00,Subscription Create,35.0
81968,user_fa9aff81-c704-4ce4-894b-a5d91aad5160,ch_c983336e-76d3-4c19-923f-b837e5bf6501,1067-10-29 13:19:22+00:00,Subscription Create,9.0
82077,user_b2b88163-016e-4673-8bf9-9fde4ea99556,ch_2795948f-054c-49b9-92dc-1606b4b43f52,1067-11-03 06:11:49+00:00,Subscription Create,89.0
82079,user_23ff6feb-4820-4100-b512-722195f5d643,ch_0903849e-69fe-4e17-b7b1-7a18be095c08,1067-11-01 12:34:05+00:00,Subscription Create,89.0
82190,user_bce1b489-475b-4d4e-b6e4-f5937f62bcf7,ch_1dcc7dac-0745-49d5-9bbf-51bd4c54c9b8,1067-09-11 00:31:50+00:00,Credits package,20.0
82333,user_25ddc64c-2b10-4071-b771-3aa261ef4d6d,ch_f3c7b3d1-4570-4148-81d5-401b145ab353,1067-09-29 00:11:37+00:00,Subscription Create,89.0
82427,user_4a852cf6-fc8e-4903-9eb2-d43fccedce73,ch_66cacaf4-b588-4a8e-a39b-6f8a1a6eecdd,1067-10-30 11:19:24+00:00,Subscription Create,35.0
82547,user_baf6926a-e82a-48b1-9dd8-aa034a6ecefe,ch_defc5789-8094-4972-a284-d27c26359799,1067-10-13 19:26:13+00:00,Credits package,5.0
82562,user_f527a83e-41c7-41e5-baeb-605a5b805a55,ch_2bc58728-dbbe-41c7-bfa4-74678f2097b1,1067-09-15 22:01:50+00:00,Subscription Create,9.0
82625,user_9ceed9e9-f8d3-41bc-96fe-d06d8ee350eb,ch_028913e9-1a72-4bc5-8e47-c171ffe382d1,1067-11-09 13:44:57+00:00,Subscription Create,9.0
82772,user_ddc0c56f-8b82-4f07-ab1a-23b769c9115d,ch_349b42c7-28c1-4bf8-ac15-b29710d8d885,1067-11-04 21:45:47+00:00,Subscription Create,35.0
82854,user_e4e91af8-3df4-487d-a44b-f6a2c1aae00b,ch_6b9d6038-190a-4718-a904-db764ea65df0,1067-10-27 16:23:07+00:00,Subscription Create,89.0
82861,user_b7196c8a-272b-4120-be6d-8e0b1d802ec4,ch_763cacdb-7c20-46a4-8cf1-4eeb3b287778,1067-11-06 11:28:01+00:00,Subscription Create,89.0
82948,user_7db41e18-694b-400a-aa24-8f59fd97345c,ch_6b57ef8c-908b-4aac-9cea-075b1ed24bc2,1067-09-13 10:29:53+00:00,Subscription Create,9.0
83005,user_284dac93-609e-4398-8f48-2ad0a152c112,ch_6d3f2fb4-7d5e-4d99-a860-dc81196d8c85,1067-08-27 12:57:48+00:00,Subscription Create,29.0
83021,user_e7274dc8-b13c-44c9-b237-20178fae7a2a,ch_1cc29bde-6943-4786-86e2-1f4afbc37009,1067-11-07 12:20:17+00:00,Subscription Create,29.0
83037,user_bce1b489-475b-4d4e-b6e4-f5937f62bcf7,ch_97e23cf2-10f2-4026-b00f-fc0716fcd6e9,1067-09-10 21:44:37+00:00,Subscription Create,35.0
83055,user_6d8f3d26-e0f9-4088-a956-632d37989612,ch_00cc0f45-ecf4-42c8-b9be-673c3864b6d1,1067-09-08 17:40:22+00:00,Subscription Create,35.0
83143,user_01e35ebc-fb68-492e-94f3-e4fded33c030,ch_5fa38476-d97b-4e76-97e6-4b1798735967,1067-11-09 07:18:10+00:00,Subscription Create,39.0
83256,user_a4b241ad-d72a-4be8-a3f6-46db2455c588,ch_812405cb-91f1-4bf3-aea8-b8556f02f268,1067-10-19 21:01:16+00:00,Subscription Update,35.0
83273,user_cdff5acb-27d8-4797-84ad-6702dfbea2b3,ch_98c57043-79d7-4428-a93d-3c43bba1d3a2,1067-10-11 09:28:46+00:00,Subscription Create,39.0
83300,user_5cd01a93-3b10-4a99-8d91-53626c0f6171,ch_12081fea-4ea0-40b0-b1b3-dfb0e7068c8b,1067-10-11 19:52:50+00:00,Subscription Update,89.0
83301,user_34b1b6cc-e38e-4601-9e74-670e3d9f9f03,ch_339240f1-6270-46bc-8827-ccdc7a9d92bd,1067-11-04 13:02:06+00:00,Subscription Create,89.0
83368,user_10857c45-3263-4e33-afe9-fd3a354d7e9d,ch_a0a7b2d0-ce1c-48a3-bc6d-74125c121d8a,1067-10-12 20:15:57+00:00,Subscription Create,9.0
83615,user_81cb56b5-9761-4ce0-a068-319d3667da4c,ch_ac4db405-5490-497a-9fe8-2bd18d7da67e,1067-11-06 07:44:03+00:00,Subscription Create,35.0
83640,user_1da112e7-bbc3-41d9-b50c-412c67fa9ed9,ch_c908e4c8-1249-4e2f-ad04-98df387ed584,1067-11-08 00:09:05+00:00,Subscription Create,39.0
83681,user_6abbbfb5-d838-4859-818a-c5622ef663bd,ch_495ff802-9518-4ea7-8266-69bf62a66c2c,1067-11-09 14:00:07+00:00,Credits package,20.0
83763,user_ea7aa2bb-aaee-4a61-a734-4ff99b582389,ch_16c1d607-4c4c-4ef8-8851-df73b155e9d7,1067-10-17 16:04:29+00:00,Subscription Create,9.0
83768,user_8b34a88d-3508-4bde-af3b-f34cb5559830,ch_ee1cb19c-bc23-4ea9-837f-7b1a8b7d22df,1067-10-16 02:31:20+00:00,Subscription Create,9.0
83938,user_353f1442-eb87-457b-ace3-1915e6a17245,ch_29b5a4cb-4cd5-48a3-8e3f-7735bbdc3632,1067-11-05 05:43:44+00:00,Subscription Create,9.0
83959,user_a513fedf-e1e3-4712-a14c-cc45b9d0d7a1,ch_6131adab-b818-4605-a29f-5f03ec7b8eb2,1067-10-21 21:53:32+00:00,Subscription Create,35.0
83995,user_0f018630-d774-49c2-abfc-791b6f3678a2,ch_4322eaaa-b60a-449f-a7e8-c6ff10290197,1067-11-01 16:48:21+00:00,Subscription Create,35.0
84105,user_9f4e99a8-0e78-464e-8769-36770f2bcfcb,ch_097ff18a-1e62-45fc-91f7-adc5ce185e22,1067-09-12 17:16:36+00:00,Subscription Create,9.0
84122,user_7cccc532-9eac-4d43-954c-23b494bc9e24,ch_981ba00a-f4b2-46b2-a5fc-040d8d9f3132,1067-10-12 07:46:18+00:00,Subscription Create,9.0
84218,user_80d68b6d-c986-41da-8d2b-fa16a2d29575,ch_25eeff6c-670a-45d3-8b23-34ed5edcf602,1067-10-12 11:00:46+00:00,Subscription Create,35.0
84260,user_3350fa76-7533-4967-83f5-472e0be70198,ch_b9f08804-980f-497e-bf7d-afe79790e10b,1067-10-31 16:31:38+00:00,Subscription Create,35.0
84299,user_003ed17f-e342-4fea-a1af-7394e85ccf52,ch_03d0ca95-624a-48b0-a2e9-c1f9f60c298b,1067-11-09 17:58:58+00:00,Subscription Create,39.0
84308,user_f734c278-87c9-449f-b332-894c92659ecb,ch_d42a55e5-7170-4fa6-b6d7-4829f39e4b82,1067-09-18 13:08:04+00:00,Subscription Create,89.0
84309,user_ad305f8d-1048-413e-b0d6-4e8c3f5f35d8,ch_56df80bf-12dd-4a4e-a66e-b1711bd09fcb,1067-09-18 17:29:46+00:00,Subscription Create,89.0
84371,user_76a25017-812d-47e2-a969-bf80f6d0ab24,ch_7dd1df94-442a-43e3-9abe-d250ae63fa51,1067-10-30 16:37:15+00:00,Subscription Update,20.0
84380,user_d000a749-509c-41be-b9f3-fd0ef850ff7e,ch_e1ea15a2-8b39-49d8-9d6b-2f6c3d0075a0,1067-09-16 22:47:05+00:00,Subscription Update,26.0
84546,user_3404ceac-f95c-4da2-94be-869b9a6768e8,ch_f1f98769-f4fd-4ba2-a909-05739204a3a2,1067-10-13 07:07:27+00:00,Subscription Create,29.0
84552,user_0401320d-2355-443e-9318-46e4953d8cd1,ch_82ce018e-3a13-46e1-9307-5390b275e7a5,1067-09-08 20:10:08+00:00,Subscription Create,35.0
84718,user_976cc215-f534-43c7-9e03-335590e4e41f,ch_a2b0c919-fbfd-42e2-b91e-5961372de1d3,1067-09-24 14:07:35+00:00,Subscription Create,9.0
84728,user_84b470bc-8493-40fd-9612-aad8d3818ac2,ch_622a6555-b629-4987-a649-7566d312f521,1067-09-10 12:22:55+00:00,Subscription Create,9.0
84744,user_963af281-3a40-41de-81cf-cbc70673e28d,ch_ef772c59-e501-4e2e-9354-dbc68e22a6a6,1067-09-22 06:52:13+00:00,Subscription Create,9.0
