,user_id,subscription_start_date,subscription_plan,country_code
39868,user_f21e8044-cb55-4391-a3ce-1d1ba5acc7ed,1067-08-27 16:03:03+00:00,Higgsfield Ultimate,HK
39881,user_5abac840-1169-4ede-bec6-0eabe9b3f6e0,1067-09-05 12:19:51+00:00,Higgsfield Ultimate,HK
39945,user_6d945d25-59eb-4c79-94c5-e9e1cd60b137,1067-09-07 14:16:19+00:00,Higgsfield Ultimate,HK
39968,user_2c18fb7a-03b1-4bf8-931c-d7befe5d765f,1067-09-12 07:08:21+00:00,Higgsfield Ultimate,HK
39993,user_d13f474b-f14c-4c40-9e28-e2a7fbcef999,1067-09-11 20:06:22+00:00,Higgsfield Ultimate,HK
40124,user_9aa9c710-6de7-4998-8807-3b2d97780750,1067-11-07 12:42:14+00:00,Higgsfield Ultimate,HK
40146,user_cf9f9a12-3dc8-4780-b8e8-9f99e8b448e4,1067-09-28 14:01:07+00:00,Higgsfield Ultimate,HK
40216,user_7cd1a622-a90d-4c59-9efd-79b34110ab9c,1067-09-22 08:48:42+00:00,Higgsfield Basic,ID
40317,user_6d62983e-2da9-4cf9-b2be-21cdafbb03ce,1067-11-07 08:50:50+00:00,Higgsfield Basic,ID
40423,user_89217f69-db1c-4140-8fa0-7291db70a6e4,1067-10-04 07:25:17+00:00,Higgsfield Creator,ID
40510,user_0c8e29fd-56fe-4751-8ab7-36725ebf24a4,1067-10-11 15:07:11+00:00,Higgsfield Basic,ID
40594,user_f3d10ac6-127e-42ea-a3e9-f32a08ee4710,1067-11-01 09:43:50+00:00,Higgsfield Ultimate,ID
40645,user_131ef433-755b-40ab-9d24-db6f4b4f833c,1067-10-28 04:26:08+00:00,Higgsfield Basic,ID
40701,user_1aded1eb-db87-4ad3-b5e6-12a2724eff5b,1067-10-25 05:24:05+00:00,Higgsfield Ultimate,ID
40738,user_11cc19a4-378d-47ba-ad59-741d41da395e,1067-10-12 05:46:49+00:00,Higgsfield Basic,ID
40757,user_4e2f7d37-de9b-40b2-994e-8e2f61070d09,1067-10-04 08:07:57+00:00,Higgsfield Basic,ID
40779,user_4fdda00e-210a-4fd5-8a50-6f9ce0bacd81,1067-09-08 04:55:29+00:00,Higgsfield Ultimate,ID
40819,user_2ceb6921-e139-467f-8b4b-f4c0744fd268,1067-08-29 19:12:04+00:00,Higgsfield Ultimate,ID
40877,user_7b900b1e-903c-4c6b-a6bf-380a1632625d,1067-10-04 06:15:17+00:00,Higgsfield Ultimate,ID
40887,user_369e2632-2938-473e-a0dd-ffe602481ffd,1067-10-16 03:51:42+00:00,Higgsfield Ultimate,ID
40950,user_34b1b6cc-e38e-4601-9e74-670e3d9f9f03,1067-11-04 13:02:06+00:00,Higgsfield Creator,IL
40953,user_4201ddd3-09d2-4dd4-b93b-65814d16fef6,1067-10-28 14:32:46+00:00,Higgsfield Creator,IL
41049,user_07875edd-f02e-4916-8871-c83be547f9b6,1067-10-24 11:15:37+00:00,Higgsfield Creator,IL
41089,user_58b923c2-19ed-4b8d-9045-cc432a51facb,1067-08-28 18:46:09+00:00,Higgsfield Ultimate,IL
41125,user_b5ac4cbb-0c7c-4d48-b041-fb4abdb2c764,1067-10-25 11:49:38+00:00,Higgsfield Creator,IL
41235,user_b1da008c-6fd1-432a-92de-f5b25e23be8d,1067-09-26 12:58:58+00:00,Higgsfield Basic,IL
41272,user_3dae0b78-944f-4321-a8cf-fc74184b264c,1067-11-01 08:26:59+00:00,Higgsfield Ultimate,IL
41344,user_5cd3c075-f898-4d5f-a847-ee231ce57846,1067-09-27 19:45:36+00:00,Higgsfield Ultimate,IL
41542,user_1419dd92-5ac2-419e-8fd5-c9e5659adf2d,1067-09-25 16:50:37+00:00,Higgsfield Ultimate,IL
41604,user_c750fd64-9b4c-4fa3-a896-361834a4df3d,1067-10-29 09:01:29+00:00,Higgsfield Ultimate,IL
41622,user_09dbbe8a-f654-47f0-8dac-fbe10df515a9,1067-11-04 10:04:48+00:00,Higgsfield Ultimate,IL
41640,user_8dbfe457-bc11-4d44-8048-4e0ea86a4f45,1067-11-06 19:37:10+00:00,Higgsfield Ultimate,IL
41660,user_862dec0d-874c-4014-8720-a532f4e58f03,1067-09-29 18:47:23+00:00,Higgsfield Ultimate,IL
41777,user_efd35c8c-085d-4cb5-b9e9-76d77f0ffafb,1067-08-27 23:08:16+00:00,Higgsfield Creator,IN
41778,user_6ac16183-eda9-43aa-9741-fcf472a7b21c,1067-09-12 08:56:33+00:00,Higgsfield Creator,IN
41907,user_bacadd66-0aee-4604-be20-ad06809125f1,1067-11-02 08:31:13+00:00,Higgsfield Creator,IN
41980,user_3924f698-83d4-48a3-89d8-0ae9fecf3059,1067-09-03 13:11:33+00:00,Higgsfield Basic,IN
42006,user_7f26f39c-1d42-4b6b-a4bb-c4b2fdc1b279,1067-11-04 12:25:08+00:00,Higgsfield Creator,IN
42012,user_cef60f6e-2022-4054-af8a-483114c7707e,1067-11-04 12:20:50+00:00,Higgsfield Creator,IN
42058,user_4548d48c-8d95-45c1-ba9b-8dcf3541a9f3,1067-09-21 07:09:17+00:00,Higgsfield Creator,IN
42069,user_e60806ba-ab9f-4e96-a2aa-31bf6a5909ce,1067-09-13 15:23:16+00:00,Higgsfield Creator,IN
42103,user_bc9a93a2-c08d-4eb2-be9d-f2aa0050546f,1067-09-16 08:48:34+00:00,Higgsfield Creator,IN
42133,user_22b00be2-b2eb-4515-a0df-649d9b486369,1067-09-22 05:14:17+00:00,Higgsfield Creator,IN
42171,user_a6dda243-8ba8-436c-8e32-f3504dc9b94b,1067-09-06 17:32:30+00:00,Higgsfield Creator,IN
42231,user_5a6ae21f-e6f3-49eb-a9cc-f737c79e346b,1067-11-01 05:43:32+00:00,Higgsfield Basic,IN
42306,user_f8aa0f0a-ecb0-42f0-a4b6-22d82b64ea2e,1067-10-28 08:28:53+00:00,Higgsfield Basic,IN
42342,user_fbb18e19-f9d7-4bb8-81ef-c5dbafcca877,1067-10-27 22:10:35+00:00,Higgsfield Basic,IN
42368,user_3e88c367-fce3-4174-acab-50ddf947b0f4,1067-10-28 18:37:31+00:00,Higgsfield Basic,IN
42608,user_ad800cd4-6a17-48c0-bcfe-48265c0bcb28,1067-11-08 19:16:43+00:00,Higgsfield Creator,IN
42684,user_b721a53e-32d4-4542-8e90-89d90cbfc8b0,1067-09-25 15:01:43+00:00,Higgsfield Ultimate,IN
42804,user_217b711b-d5b0-4737-aa3b-8843e518ac53,1067-09-17 05:08:41+00:00,Higgsfield Ultimate,IN
42977,user_7cba363f-32b7-4bde-8aac-9b2614e7aa8b,1067-09-18 09:23:12+00:00,Higgsfield Ultimate,IN
42991,user_abddb7ee-82bf-4adc-8c9a-f3c84ef1bb6f,1067-09-24 18:34:16+00:00,Higgsfield Ultimate,IN
43169,user_b290dcd2-b0f8-41ae-97aa-7fad699797dc,1067-10-28 14:04:51+00:00,Higgsfield Pro,IN
43240,user_81337c18-e510-4121-a3d1-ca429a15c8bd,1067-08-26 23:05:22+00:00,Higgsfield Basic,IN
43255,user_71689b47-cdca-4ceb-bc20-53a461fefcfa,1067-09-03 12:48:22+00:00,Higgsfield Basic,IN
43400,user_12f8e4e1-e305-4761-ae2f-2f4a8234c433,1067-11-03 19:17:17+00:00,Higgsfield Pro,IN
43428,user_2eb60d24-0a4d-4289-84fe-ddd9e9db7abf,1067-10-04 04:29:33+00:00,Higgsfield Pro,IN
43477,user_bfac7ce2-0003-44c9-b0ea-ceb0dcce573c,1067-10-02 05:47:36+00:00,Higgsfield Basic,IN
43500,user_8b8b2f90-1667-42cc-999c-aef63852b9e9,1067-10-13 15:39:17+00:00,Higgsfield Basic,IN
43541,user_4cf36cb0-c4fc-46cc-ad91-df98346ae6c3,1067-10-14 19:41:43+00:00,Higgsfield Basic,IN
43608,user_047c67b0-3a18-47ae-baf8-ac45fe8c39ec,1067-10-30 06:04:54+00:00,Higgsfield Ultimate,IN
43659,user_412c6da1-462a-4d1e-851c-1f63d8c75cbb,1067-11-02 07:00:34+00:00,Higgsfield Ultimate,IN
43772,user_01e35ebc-fb68-492e-94f3-e4fded33c030,1067-11-09 07:18:10+00:00,Higgsfield Ultimate,IN
43793,user_a2e6c01f-c44f-4aa2-b275-c9e7690f38f2,1067-11-04 13:49:33+00:00,Higgsfield Ultimate,IN
43827,user_5868a8ff-80f6-4bfa-8045-df3c037f2925,1067-11-06 08:42:19+00:00,Higgsfield Ultimate,IN
43909,user_359bc9de-a173-4d45-8279-f28ede3d5818,1067-11-05 16:21:33+00:00,Higgsfield Ultimate,IN
43929,user_a48de0aa-0418-4986-a874-385d2f781607,1067-10-30 09:21:55+00:00,Higgsfield Ultimate,IN
44068,user_41f64a9b-9a62-4b23-aa3d-a269d542904e,1067-11-03 23:21:36+00:00,Higgsfield Ultimate,IN
44162,user_fcae5ad5-2e6f-4470-a568-4679c5c9ba5b,1067-09-08 21:48:41+00:00,Higgsfield Pro,IN
44207,user_f01b103c-449a-41bd-aea6-b6b226f5a794,1067-10-26 04:15:37+00:00,Higgsfield Creator,IN
44274,user_e34612c3-c2e1-413a-ab66-d1ee720223b1,1067-11-09 17:04:28+00:00,Higgsfield Basic,IN
44328,user_fa534f91-5132-4d5f-a2a0-b3f87a5db0a4,1067-10-29 16:41:33+00:00,Higgsfield Basic,IN
44341,user_693af99d-d81d-485d-9900-2628418e2be8,1067-11-05 18:19:44+00:00,Higgsfield Basic,IN
44353,user_9ceed9e9-f8d3-41bc-96fe-d06d8ee350eb,1067-11-09 13:44:57+00:00,Higgsfield Basic,IN
44457,user_53cc2185-4117-4f5a-8c5c-f8150cdc111f,1067-10-15 08:53:10+00:00,Higgsfield Ultimate,IN
44494,user_88c16950-f18a-4407-934b-83fdcd242e17,1067-10-14 17:19:21+00:00,Higgsfield Ultimate,IN
44502,user_bb865ab3-a5d4-44d4-8f31-ca8f21d99cdd,1067-10-14 14:58:21+00:00,Higgsfield Ultimate,IN
44581,user_1c6e7699-4ef9-4b96-a4d3-f70e0f8c4849,1067-09-21 11:43:58+00:00,Higgsfield Basic,IN
44664,user_a6512edd-7bd1-429c-ad37-968c77a0ab63,1067-10-14 16:25:25+00:00,Higgsfield Ultimate,IN
44846,user_c04a59ac-ca21-4153-91cc-e61f4b52c794,1067-10-26 06:47:55+00:00,Higgsfield Ultimate,IN
44910,user_25071140-e817-481e-9ecd-fd224f7670b1,1067-10-12 11:37:33+00:00,Higgsfield Ultimate,IN
44916,user_1f45b8c9-4e2a-4818-a5fe-52eedcd24726,1067-10-02 18:54:35+00:00,Higgsfield Ultimate,IN
44958,user_e1f5b222-7674-4fcc-be4e-db34b4916d40,1067-10-03 06:55:13+00:00,Higgsfield Ultimate,IN
44989,user_9fd578d0-f35b-45fe-bd46-6ffcf6bf5bd0,1067-10-17 09:06:56+00:00,Higgsfield Ultimate,IN
45039,user_e7bb7549-9190-4f64-bb23-3308291e8fc6,1067-10-04 13:44:00+00:00,Higgsfield Basic,IN
45074,user_076de90f-2ff6-40d3-a9d2-8b834ad8bb3b,1067-10-26 14:58:19+00:00,Higgsfield Basic,IN
45121,user_7acfe99c-f170-4e11-bdb9-337c22b49a5e,1067-10-26 16:54:04+00:00,Higgsfield Basic,IN
45144,user_4604761d-e9ff-490e-a51d-32fc6fd0ae0b,1067-10-25 21:34:57+00:00,Higgsfield Basic,IN
45172,user_10e9993a-391c-42c3-a5c3-914ecc4d6158,1067-10-14 17:02:17+00:00,Higgsfield Basic,IN
45174,user_3f292e79-9ab7-4ce4-9dbf-216af88779ad,1067-10-19 18:07:42+00:00,Higgsfield Basic,IN
45216,user_a7991716-d6c0-4154-b4f7-66cf55ca369b,1067-09-22 04:34:08+00:00,Higgsfield Ultimate,IN
45225,user_c4844e23-6919-4fe4-8c6a-0fb03b24f456,1067-09-19 14:20:05+00:00,Higgsfield Ultimate,IN
45249,user_524beadc-1618-46fc-ba25-84ce2a1ec8d7,1067-09-06 04:45:42+00:00,Higgsfield Ultimate,IN
45290,user_a1afc950-ad7a-410b-992d-216a1357dac0,1067-09-11 08:21:59+00:00,Higgsfield Ultimate,IN
45309,user_6f308a83-f83e-4ee9-9413-691d18c00cf5,1067-09-02 19:07:30+00:00,Higgsfield Ultimate,IN
45375,user_f7163085-f4ed-4377-831e-522b39b28a05,1067-09-09 14:46:12+00:00,Higgsfield Ultimate,IN
45383,user_e37efaa3-b060-4637-9bf0-ccf62c0afc7e,1067-09-02 22:53:16+00:00,Higgsfield Ultimate,IN
45467,user_3d229fb5-d5f5-4aa3-92ea-59d054138fa6,1067-09-10 05:38:32+00:00,Higgsfield Ultimate,IN
45496,user_ee24075c-682b-4922-b7b6-a36461b25bb0,1067-08-27 21:42:24+00:00,Higgsfield Ultimate,IN
45532,user_c001cf1a-cd76-4045-b980-e4f688108879,1067-09-12 12:59:02+00:00,Higgsfield Ultimate,IN
45714,user_42463d3c-7abe-45d4-aeaa-cee95e628c4c,1067-11-06 19:06:39+00:00,Higgsfield Ultimate,IN
45742,user_bc6c753f-a3b5-4f53-ad5b-53e4ef61573c,1067-11-04 22:00:31+00:00,Higgsfield Ultimate,IN
45749,user_421a0539-4bdf-47c5-aa5e-31e1d9e0f1cf,1067-10-30 07:14:03+00:00,Higgsfield Ultimate,IN
45786,user_568fd147-5735-420c-b427-92dd75368ab7,1067-10-31 09:43:26+00:00,Higgsfield Ultimate,IN
45814,user_18c8caac-3543-4d38-9d3a-c5c26da17105,1067-10-31 06:33:04+00:00,Higgsfield Ultimate,IN
45829,user_6eb8a317-1c4b-4ef2-9b19-feb7d6b251f0,1067-10-29 17:55:42+00:00,Higgsfield Ultimate,IN
45935,user_62ed97d3-6f1b-4359-9436-de8d9ae7313e,1067-10-22 05:57:01+00:00,Higgsfield Ultimate,IN
46066,user_fca95da5-fb3f-47df-a1be-0db117c7b250,1067-10-05 16:05:36+00:00,Higgsfield Ultimate,IN
46490,user_3eb153b4-0aef-408a-84b6-1a7075578706,1067-08-28 12:09:35+00:00,Higgsfield Creator,IT
46635,user_a400b828-54c5-4988-b1e6-a8edf877e6f8,1067-11-08 16:33:14+00:00,Higgsfield Basic,IT
46716,user_79d64f15-51c6-4c57-92da-f3edf751300d,1067-09-03 12:59:06+00:00,Higgsfield Ultimate,IT
46727,user_436279df-8ae7-478b-912a-0a28ca2e5a21,1067-09-24 23:27:16+00:00,Higgsfield Ultimate,IT
46794,user_0aff2a62-130b-4495-988d-7535f39b44bb,1067-10-26 15:10:56+00:00,Higgsfield Creator,IT
46824,user_a504ca46-cefc-47a3-90e7-25697995e4a6,1067-10-30 14:02:10+00:00,Higgsfield Pro,IT
46897,user_33af8cfa-ae84-4d81-94c5-860ca2bc6c09,1067-10-30 09:35:44+00:00,Higgsfield Pro,IT
46904,user_51691007-9cac-4c50-80b0-a2225e877130,1067-10-31 14:57:36+00:00,Higgsfield Pro,IT
46942,user_10857c45-3263-4e33-afe9-fd3a354d7e9d,1067-10-12 20:15:57+00:00,Higgsfield Basic,IT
47028,user_7273053e-fc7b-41d7-9ea6-9ab09bbe74e5,1067-10-05 16:58:12+00:00,Higgsfield Basic,IT
47044,user_d68d66bd-67fd-4f2d-b6f7-47eaaba4d701,1067-10-01 16:32:01+00:00,Higgsfield Basic,IT
47088,user_86ca43a8-283f-4f29-9afa-4f6d3a02c60b,1067-10-27 14:54:26+00:00,Higgsfield Ultimate,IT
47116,user_dd493c94-ec3e-4d87-850c-ec31e1f7fd7c,1067-11-04 12:29:08+00:00,Higgsfield Ultimate,IT
47218,user_a5bb5a2a-d6eb-40cd-b6af-92bc72afea74,1067-11-08 01:29:26+00:00,Higgsfield Ultimate,IT
47250,user_dba54327-d953-4db8-9a91-ad9be89ebecf,1067-11-02 16:18:04+00:00,Higgsfield Ultimate,IT
47290,user_4552b62f-9f59-47f1-b219-d4f22dc6f59e,1067-10-29 08:07:05+00:00,Higgsfield Ultimate,IT
47311,user_4e2d0978-1b7c-40dc-b26f-6fe79511ee92,1067-09-22 18:29:32+00:00,Higgsfield Pro,IT
47416,user_2afd259e-f495-4aec-bce2-83e2277f9081,1067-11-03 22:00:27+00:00,Higgsfield Basic,IT
47440,user_91e3579f-f8b2-42c1-983d-9962810679a3,1067-11-03 23:23:38+00:00,Higgsfield Basic,IT
47566,user_11496071-97e3-4553-bb91-97a535e1d43a,1067-10-08 07:34:12+00:00,Higgsfield Ultimate,IT
47625,user_915ee29f-d9df-4d2b-bd77-65e30e39a4aa,1067-10-07 10:34:45+00:00,Higgsfield Basic,IT
47630,user_e99c7e16-6824-46d5-97fa-a6a5bf661c42,1067-10-05 15:30:20+00:00,Higgsfield Basic,IT
47809,user_f5ccb1d4-f552-47b6-9263-22299c734ec8,1067-09-23 10:05:51+00:00,Higgsfield Ultimate,IT
47846,user_dbead1e5-e305-4a2f-9792-6410da1b1b18,1067-08-31 17:33:05+00:00,Higgsfield Ultimate,IT
47909,user_f6b4a57f-8bb1-4c84-8477-7e76da617934,1067-09-23 11:29:44+00:00,Higgsfield Ultimate,IT
47985,user_a1626e6e-08c4-417f-89aa-dffc30f0a443,1067-09-04 13:58:00+00:00,Higgsfield Ultimate,IT
48015,user_3712438d-bc63-4ee8-bccd-a80141ea924e,1067-09-17 12:35:30+00:00,Higgsfield Ultimate,IT
48052,user_9db70f0c-af2c-4825-9141-1b2d3f0c6432,1067-09-05 20:28:24+00:00,Higgsfield Ultimate,IT
48088,user_673a54e4-c377-4a0e-8493-c0af238fdfa2,1067-11-07 22:22:07+00:00,Higgsfield Ultimate,IT
48098,user_54c4fe81-e885-4ce2-b418-c3da588316ae,1067-11-06 10:45:44+00:00,Higgsfield Ultimate,IT
48253,user_51ee084e-02c4-430a-bee2-4fbaa95cd165,1067-11-02 13:32:33+00:00,Higgsfield Ultimate,IT
48360,user_30356218-286d-41c6-9d2e-59a783ce95bd,1067-10-13 20:38:58+00:00,Higgsfield Ultimate,IT
48396,user_baf6926a-e82a-48b1-9dd8-aa034a6ecefe,1067-10-10 16:24:47+00:00,Higgsfield Ultimate,IT
48469,user_0ed6f429-e110-4b30-ac50-d898c5568d89,1067-10-08 20:37:26+00:00,Higgsfield Ultimate,IT
48557,user_75493a3b-3de7-4463-9b17-7e682bdf5252,1067-11-06 23:06:45+00:00,Higgsfield Creator,JP
48563,user_62d9203d-8d63-432f-bf7e-ba0e01d5c3dd,1067-11-08 05:56:30+00:00,Higgsfield Creator,JP
48704,user_0ec09bc2-ddda-403a-992e-2bd2992c0162,1067-11-04 06:08:27+00:00,Higgsfield Creator,JP
48835,user_df3c045a-4645-4dbe-abdd-de2ac8e35580,1067-11-03 05:30:57+00:00,Higgsfield Creator,JP
48927,user_b2b88163-016e-4673-8bf9-9fde4ea99556,1067-11-03 06:11:49+00:00,Higgsfield Creator,JP
49081,user_94587f94-e810-4ff6-90d0-05bbb091a722,1067-10-22 04:59:51+00:00,Higgsfield Creator,JP
49090,user_137c1ffb-a81f-403e-bf5c-b4eca0165ed3,1067-10-12 17:27:52+00:00,Higgsfield Creator,JP
49156,user_a5838680-840f-4beb-ae64-4d42d10fa970,1067-10-15 12:58:34+00:00,Higgsfield Creator,JP
49189,user_0e3ad21b-d200-414e-b295-616d397b8d81,1067-09-26 13:04:14+00:00,Higgsfield Creator,JP
49210,user_3153878e-56e2-48b0-b6c7-fd701fada8f0,1067-10-25 02:54:46+00:00,Higgsfield Creator,JP
49289,user_7c0d8d5a-0656-443d-b2d3-a1fc698333f5,1067-10-18 12:09:02+00:00,Higgsfield Creator,JP
49430,user_ee150bca-2404-4f4e-acd5-1a5a26fd0770,1067-11-04 06:52:03+00:00,Higgsfield Creator,JP
49451,user_59ee8702-dd41-4138-acbb-3d486497f392,1067-11-03 04:52:06+00:00,Higgsfield Creator,JP
49455,user_d4f46b84-afa7-4c75-a446-8b4cd1cac97a,1067-11-01 08:54:05+00:00,Higgsfield Creator,JP
49560,user_d9ab91d4-36d6-447f-a05a-6a7adae892a6,1067-11-03 04:08:40+00:00,Higgsfield Creator,JP
49609,user_0e266283-d5e3-4c13-b2a2-c4a4e2b4ec75,1067-09-02 04:09:13+00:00,Higgsfield Ultimate,JP
49648,user_49fb468a-13c7-407d-bd63-00f71d0164c4,1067-08-27 15:04:44+00:00,Higgsfield Ultimate,JP
49660,user_1e1c4136-bb40-41db-b270-751c8b17e704,1067-10-26 17:54:29+00:00,Higgsfield Creator,JP
49749,user_ec13f7e6-71c9-4cd4-99d9-34620ea3283e,1067-09-24 14:36:25+00:00,Higgsfield Basic,JP
49834,user_0ef859d3-83ac-4311-b542-ae012af8330c,1067-09-19 21:06:54+00:00,Higgsfield Basic,JP
49883,user_976cc215-f534-43c7-9e03-335590e4e41f,1067-09-24 14:07:35+00:00,Higgsfield Basic,JP
49989,user_06894f41-7e8a-4c13-bb16-5f5b99e77b48,1067-08-30 04:37:43+00:00,Higgsfield Pro,JP
50007,user_ced98562-ea4e-43cd-b847-7ac7c2d91440,1067-10-31 11:56:57+00:00,Higgsfield Ultimate,JP
50022,user_4bf68f2e-8ea0-4a8f-be4a-26da05a9b97e,1067-11-04 11:00:57+00:00,Higgsfield Ultimate,JP
50038,user_5b9bfd1b-414d-4e3c-9bcf-92a539da860a,1067-10-27 09:54:17+00:00,Higgsfield Ultimate,JP
50061,user_14cdc2d8-7aa9-4a52-a38b-3c8c175c89bc,1067-09-02 13:03:43+00:00,Higgsfield Pro,JP
50110,user_ad56b918-02f1-48a8-9abb-ec87041172da,1067-10-21 09:26:14+00:00,Higgsfield Creator,JP
50219,user_f9234357-d82f-449f-9d88-b890ce5ea96c,1067-10-12 06:57:11+00:00,Higgsfield Creator,JP
50227,user_368f235d-5710-43e1-8426-6546f0c5ebe8,1067-10-22 13:04:51+00:00,Higgsfield Creator,JP
50266,user_8126d872-9416-4c7b-82ad-af51bbee615d,1067-10-21 03:30:52+00:00,Higgsfield Ultimate,JP
50435,user_4eaa537c-d87f-428a-9634-c09b1ee46349,1067-10-15 13:23:41+00:00,Higgsfield Ultimate,JP
50518,user_fffab806-1926-4202-b1e0-f7aada47e71d,1067-09-08 15:26:09+00:00,Higgsfield Basic,JP
50565,user_bb6be364-5c65-44ca-b1dd-e4461f75a01e,1067-09-18 04:47:52+00:00,Higgsfield Basic,JP
50573,user_5fc12576-4113-4c9c-80aa-5d29a00e693a,1067-09-03 05:16:57+00:00,Higgsfield Basic,JP
50652,user_963af281-3a40-41de-81cf-cbc70673e28d,1067-09-22 06:52:13+00:00,Higgsfield Basic,JP
50661,user_150794be-265b-4faa-999b-d699e00105ab,1067-09-09 15:38:23+00:00,Higgsfield Basic,JP
50683,user_ef49069f-0635-4d11-8d5c-064239bb8b4b,1067-09-28 21:59:48+00:00,Higgsfield Basic,JP
50695,user_ce780071-3edc-459b-b9d0-b11839f66372,1067-09-27 19:55:29+00:00,Higgsfield Basic,JP
50789,user_820b9ef6-1197-4cff-96f6-4335b053f4ae,1067-09-27 18:44:19+00:00,Higgsfield Basic,JP
50830,user_a384defb-6bb2-44f9-866f-53c3b8dcd7ed,1067-10-09 19:01:50+00:00,Higgsfield Basic,JP
51030,user_7b6fc3a0-f126-410e-b59f-ca60ed89ca24,1067-09-26 17:29:48+00:00,Higgsfield Basic,JP
51346,user_526715fe-77d0-4bfd-95d2-b85465eb1099,1067-10-02 13:18:53+00:00,Higgsfield Basic,JP
51410,user_ccfabbb9-90db-4bf1-ba99-8ca49fe31a53,1067-10-11 09:10:29+00:00,Higgsfield Basic,JP
51411,user_acf9204b-eb18-4d56-a11e-405e3d544415,1067-10-14 21:47:41+00:00,Higgsfield Basic,JP
51452,user_f1184f0d-53ed-4db2-a080-81c181abe658,1067-10-14 21:18:19+00:00,Higgsfield Basic,JP
51583,user_85637ec7-eef4-422a-827b-a6826a81f91c,1067-09-12 10:23:22+00:00,Higgsfield Ultimate,JP
51609,user_f6e1601c-e95d-4b0d-8faa-83f096b70b86,1067-09-16 04:03:53+00:00,Higgsfield Ultimate,JP
51616,user_90c88079-9f98-458d-afe6-bb7bd779d53f,1067-09-10 09:40:18+00:00,Higgsfield Ultimate,JP
51858,user_4cbd647e-7be1-4da3-be17-64dbe8e79d1b,1067-09-01 04:10:24+00:00,Higgsfield Ultimate,JP
51889,user_9b90a6e9-09ae-4794-b1e0-50ad0e77e448,1067-09-01 05:07:29+00:00,Higgsfield Ultimate,JP
51909,user_7846595e-b88a-4b4e-a423-1db479938525,1067-08-28 00:16:54+00:00,Higgsfield Ultimate,JP
51981,user_5ae6b71d-7eea-4f8d-bd89-6a0a52627050,1067-09-05 06:26:35+00:00,Higgsfield Ultimate,JP
52012,user_19935afd-5a78-4689-ac2a-4db2c78af12a,1067-09-04 02:34:51+00:00,Higgsfield Ultimate,JP
52020,user_bc52d734-2e49-4d7d-801f-5d112c0a13f4,1067-09-02 16:23:03+00:00,Higgsfield Ultimate,JP
52155,user_1db624a5-2457-4ad0-a1b5-0bd59e8647a0,1067-10-23 23:30:23+00:00,Higgsfield Ultimate,JP
52252,user_5c63777f-157a-46bb-9e75-bf562596a011,1067-11-05 17:31:13+00:00,Higgsfield Basic,KG
52352,user_7196651e-282b-4447-a11a-2eae4dd10636,1067-11-04 17:26:03+00:00,Higgsfield Pro,KG
52374,user_066c1289-34a9-4fb0-b6c5-dfc93e830bc8,1067-11-08 13:13:34+00:00,Higgsfield Pro,KG
52468,user_af813cc4-167a-40c4-9321-dd713d205673,1067-10-09 15:40:48+00:00,Higgsfield Creator,KG
52538,user_be578e6b-91a7-4d98-95fc-08e85beb475e,1067-10-12 10:29:05+00:00,Higgsfield Ultimate,KG
52570,user_bd89ddca-efa4-4235-985e-5e9f096b36e9,1067-10-01 15:43:22+00:00,Higgsfield Pro,KG
52762,user_79512066-7693-4e11-8f31-a7e92613dd29,1067-08-26 10:21:12+00:00,Higgsfield Basic,KH
52814,user_0a0e45d7-2cd8-40e4-bc9d-0cf36a6a1515,1067-10-31 03:40:38+00:00,Higgsfield Ultimate,KH
52872,user_7b3a2e01-0a60-4c3f-8f45-4a5556622493,1067-10-10 07:59:08+00:00,Higgsfield Ultimate,KH
53214,user_d428761d-18e2-492c-a08e-b46e8e20e685,1067-09-09 18:48:36+00:00,Higgsfield Ultimate,KH
53257,user_890385a7-e3fd-4796-8a41-f9631d8d9808,1067-09-10 17:56:59+00:00,Higgsfield Ultimate,KH
53262,user_91f67fa6-e418-4c14-9334-5cbcb41fc23c,1067-09-12 09:05:22+00:00,Higgsfield Ultimate,KH
53404,user_c7f798a8-bccc-4289-b4ce-61ca150fb5d5,1067-10-27 07:02:18+00:00,Higgsfield Creator,KR
53418,user_d1f12001-a3b0-4add-9968-5d9c816d6ff2,1067-11-08 03:08:05+00:00,Higgsfield Creator,KR
53645,user_4d115b29-f8fb-48d6-8502-cdbfb02d9a0a,1067-09-04 12:52:36+00:00,Higgsfield Creator,KR
53689,user_5a6768e8-708b-403e-9d24-4646213d8fbe,1067-09-18 01:38:43+00:00,Higgsfield Creator,KR
53714,user_2763fbec-a7a9-4594-a54b-e771f9b97aa2,1067-09-10 05:52:56+00:00,Higgsfield Creator,KR
53759,user_9ab26522-d6bc-4992-bdd5-709843755e29,1067-09-19 23:49:24+00:00,Higgsfield Creator,KR
53911,user_980513ff-637b-4ace-834c-01a532f6e5be,1067-11-08 23:41:23+00:00,Higgsfield Basic,KR
53925,user_c68ad562-c853-412e-9f99-c015d7314491,1067-11-09 12:05:03+00:00,Higgsfield Basic,KR
53936,user_256b6cb5-0867-4cf9-8c98-f5e19b0d2a3f,1067-11-06 02:17:31+00:00,Higgsfield Creator,KR
53979,user_e686af79-6663-4836-befb-7cca497176ea,1067-08-28 09:23:34+00:00,Higgsfield Ultimate,KR
